Date,Username,User tag,Content,Mentions,link
"2022-11-14,19:01:58","EduCrypto","#9102","I have tried again and it’s the same issue. I can’t withdraw. Please assist!  Thanks","Crolev#3404",""
"2022-11-14,19:03:51","Crolev","#3404","Could you please post a screenshot of what you see on yearn page?","EduCrypto#9102",""
"2022-11-14,19:08:01","Crolev","#3404","Are you asking in technical terms how does it work or 'business-wise' how do strategists decide on given % allocations to strategies?
If the first one then there is a queue of strategies, when you withdraw and vault runs out of unallocated funds then funds get pulled in order specified there. On the deposit your fund initially just sit as unallocated funds and then later Keep3r job deposits them into a strategy based on strategy allocation in the vault.
If the latter then it's based on due dilligence done on protocols - the percentage allocated should match the risk/reward ratio and obviously maximize the yield as much as possible.","leon131930#3044",""
"2022-11-15,05:57:44","leon131930","#3044","Thanks <@573280701378723882>! Couple of follow-up questions:
1) Can I find the withdrawal queue of strategies for a given vault somewhere?
2) What statistical model do you use for simulating APY /yield? (would be great to get some more details here)
3) Who is doing the simulations, the strategist or somebody from governance?
4) Regarding risk categorization, is everything on https://yearn.watch/risk or am I missing something?
Thanks again for your support.","Crolev#3404",""
"2022-11-15,06:07:35","Crolev","#3404","> 1) Can I find the withdrawal queue of strategies for a given vault somewhere?
Go to the vault contract on chain (i.e. https://etherscan.io/address/0xa258C4606Ca8206D8aA700cE2143D7db854D168c#readContract), go to the contract tab and then read contract and click on 23. withdrawalQueue. Then start by entering 0 and following with next integers until you run out of contracts.
This is the actual order configured in the vault on-chain.
The order you see in the strategies tab in year.watch should be the same. (i.e. https://yearn.watch/vault/0xa258C4606Ca8206D8aA700cE2143D7db854D168c)

> 2) What statistical model do you use for simulating APY /yield? (would be great to get some more details here)
> 3) Who is doing the simulations, the strategist or somebody from governance?
The APY is based on actual past returns over the last 30 days. Yield is distributed to the vault as growth of pricePerShare every harvest so it's calculated as the pps at the end of the period divided by pps at the beginning and then annualized.
Obviously past performance is not indicative of future returns, but if someone held funds in the vault between 30 days ago and today then this is the actual yield they got.

> 4) Regarding risk categorization, is everything on https://yearn.watch/risk or am I missing something?
See also:
https://docs.yearn.finance/resources/risks/protocol-risks
https://docs.yearn.finance/resources/risks/risk-score
https://docs.yearn.finance/resources/risks/vault-risks
https://docs.yearn.finance/resources/risks/strategy-risks","leon131930#3044",""
"2022-11-15,17:42:19","forever iron","#9291","yesterday the d3 pool was 6m$ apr now its saying 600ish percent? could that even possibly be correct","",""
"2022-11-16,17:31:17","ThanksSkeleton","#9425","what was wrong with the d3pool?","",""
"2022-11-16,17:35:03","arberx","#3367","Guaged stopped","ThanksSkeleton#9425",""
"2022-11-16,17:35:09","arberx","#3367","We stopped deposits","",""
"2022-11-16,17:35:14","arberx","#3367","Should show soon","",""
"2022-11-16,17:35:21","ThanksSkeleton","#9425","why was the ui reporting insane apr for it?","",""
"2022-11-16,17:35:42","ThanksSkeleton","#9425","did it calculate as if it still had a gauge or soemething like that","",""
"2022-11-16,17:39:29","ThanksSkeleton","#9425","a lot of people put in ~$100 to the vault to take advantage of the 9 million % apr  😂","",""
"2022-11-17,03:40:12","TheFray","#6610","Hello, why can’t I connect on metamask?","",""
"2022-11-17,03:40:45","TheFray","#6610","I get this message even when already on the metamask browser","",""
"2022-11-17,03:40:53","TheFray","#6610","","","https://cdn.discordapp.com/attachments/734811808401063966/1042690778792726568/IMG_2732.png"
"2022-11-17,06:04:59","Crolev","#3404","You can use a mobile browser and connect metamask through wallet connect
We dont support the native metamask app since it injects code asynchronously to the web app, and for security reasons we dont allow it
So please try using a normal web browser, go to yearn.finance, click on connect in top right corner, select wallet connect and then click on metamask.","TheFray#6610",""
"2022-11-17,06:28:25","TheFray","#6610","Thanks!","Crolev#3404",""
"2022-11-17,06:29:53","GoneGirl07","#1082","Hi Guys. I am retard so bare with me.
If i deposit into Curve stETH Pool yVault (Curve stETH) do i earn the CRV and CVX daily? And If i withdraw my stETH do I get the original balance back or the higher balance that has been rebasing?","",""
"2022-11-17,06:32:40","j.","#6352","Yes but you do not get to hold those tokens. The vault reinvests those for you. If you withdraw stETH, you get whatever was earned +/- slippage and pool balance etc","",""
"2022-11-17,06:34:24","GoneGirl07","#1082","Thank you. Is there any way to see what the +/- spliggape is currently on Curve stETH","j.#6352",""
"2022-11-17,06:34:44","j.","#6352","yes. see the stETH pool on Curve","",""
"2022-11-17,06:37:47","GoneGirl07","#1082","Yes I do","j.#6352",""
"2022-11-17,06:39:37","GoneGirl07","#1082","There is about a 1.8e difference between steth and the curve pool eth when i put my balance in","j.#6352",""
"2022-11-17,06:40:09","j.","#6352","there's your answer","",""
"2022-11-17,06:41:11","GoneGirl07","#1082","oh damn thats a lot. Ive got the contract address for the pool - Is there anywhere you use to check its historical movement?","",""
"2022-11-17,06:42:33","j.","#6352","there's probably a Dune dashboard for everything Curve or some other community made dashboard. i dont know of any currently","",""
"2022-11-17,06:42:41","GoneGirl07","#1082","hmm okay","",""
"2022-11-17,17:28:28","newf","#5462","Hi <@137743751656243201> <@139509521222467586>, I'm Noah from Uniswap Labs. We're working with our top projects to make it easier for users to identify and access their tokens on our interface. Would love to chat about some ideas we have!","ONI#6888、kx9x#3778",""
"2022-11-17,18:47:39","ONI","#6888","hey feel free to dm me","",""
"2022-11-19,04:04:40","Anthony Chefn","#8200","false alarm, I deleted my last message","",""
"2022-11-19,22:10:09","forever iron","#9291","who is  dm that can help me with vault deposits on a concern of mine, ty","",""
"2022-11-19,22:10:18","forever iron","#9291","gm not dm","",""
"2022-11-19,22:15:28","Crolev","#3404","You can DM me, but preferably you should post your question here if it doesn't involve private details.","forever iron#9291",""
"2022-11-21,15:12:07","KaiRo","#8567","When trying to withdraw yCRV from vault into WETH or anything else  I get this masage. What i am doing wrong?","","https://cdn.discordapp.com/attachments/734811808401063966/1044314283820982372/Bildschirmfoto_2022-11-21_um_19.08.12.png"
"2022-11-21,15:19:41","Crolev","#3404","It means that unfortunately portals.fi didn't find and efficient zap path and you have to first withdraw ycrv from the vault and then trade it to eth yourself (use curve.fi).","KaiRo#8567",""
"2022-11-21,15:26:45","KaiRo","#8567","Sometimes things can  by so easy, that i never find it out by my self. Thank you!!!","Crolev#3404",""
"2022-11-22,04:52:21","HAN","#0068","Hello, <@573280701378723882>  
I would like to offer a partnership
Could you please kindly connect me to someone who are responsible for it? Thank you in advance","Crolev#3404",""
"2022-11-22,04:56:25","Crolev","#3404","Please post in <#766323679410913320>","HAN#0068",""
"2022-11-22,04:56:41","HAN","#0068","ah okay, ty","Crolev#3404",""
"2022-11-22,13:18:44","tdcarl75","#3872","Hello! I am trying to deposit USDC into Vaults / Curve USDPax. I get the following error: HTTP to https://api.portals.fi/v1/portal/ethereum?takerAddress ... request failed (status 400 )   What can be wrong?","",""
"2022-11-22,13:23:53","Crolev","#3404","This means that unfortunately portals cannot find an efficient zap path for you and you need to obtain curve pool tokens yourself, which you can do here:
https://curve.fi/#/ethereum/pools/factory-v2-59/deposit
Then you can take those pool tokens and deposit them into yearn vault.","tdcarl75#3872",""
"2022-11-22,13:27:16","tdcarl75","#3872","OK thanks","Crolev#3404",""
"2022-11-22,15:33:56","Garry","#9858","- “BlackList” preventing double dips for veCRV bribe selling, so partitioning from voters already in other dedicated bribe markets,

Can you tell me what this means?","",""
"2022-11-23,14:55:26","ONI","#6888","where did you see this?","Garry#9858",""
"2022-11-23,15:06:29","ONI","#6888","<@780696758665478175> check here maybe https://app.pickle.finance/v1/farms","goodboy_gooddean#3290",""
"2022-11-23,15:07:36","ONI","#6888","This should be the sushi pool https://www.sushi.com/earn/eth:0x9461173740d27311b176476fa27e94c681b1ea6b","",""
"2022-11-23,15:10:19","goodboy_gooddean","#3290","Hello, Looking for assistance in finding the pool on Sushi which corresponds to my pSLP tokens which I just withdrew from Pickle. (it was a yvBoost/WETH position) I now have my pSLP tokens, but want to exchange them","",""
"2022-11-23,15:10:42","ONI","#6888","you need to go to pickle and withdrawal to get slp tokens","",""
"2022-11-23,15:11:00","ONI","#6888","they have a jar and farm withdraw from both","",""
"2022-11-23,15:14:55","goodboy_gooddean","#3290","this UI is brutal","",""
"2022-11-23,15:15:00","goodboy_gooddean","#3290","","","https://cdn.discordapp.com/attachments/734811808401063966/1045039785019985940/Screen_Shot_2022-11-23_at_10.14.32_AM.png"
"2022-11-23,15:15:13","goodboy_gooddean","#3290","I withdrew from the staked area.","",""
"2022-11-23,15:15:28","goodboy_gooddean","#3290","Idk where to go now","",""
"2022-11-23,15:15:58","ONI","#6888","try here can you withdrawal from the sushi pool?","",""
"2022-11-23,15:23:59","goodboy_gooddean","#3290","Na, i cant. I cant find a place that recognizes these pSLP tokens","",""
"2022-11-23,15:24:16","ONI","#6888","yah its on pickle you need to go to the farm page and withdrawal","",""
"2022-11-23,15:24:40","ONI","#6888","pSLP stands for Pickle Sushi LP token so you still have pickles SLP token you need to withdrawal again","",""
"2022-11-23,15:24:47","ONI","#6888","I think you withdrew from the jar","",""
"2022-11-23,15:24:54","ONI","#6888","now you need to withdrawal from the farm","",""
"2022-11-23,15:26:14","ONI","#6888","zapper.fi might let you zap out","",""
"2022-11-23,15:26:30","ONI","#6888","or you could ask for help in pickle finance's discord https://discord.com/invite/uG6WhYkM8n","",""
"2022-11-23,15:28:12","goodboy_gooddean","#3290","Ya, I asked for pickles help and havent heard back. I appreciate your help.","ONI#6888",""
"2022-11-23,15:29:51","goodboy_gooddean","#3290","Idk how to withdraw from the farm. Theres no indication on pickle (that I can find) of a seperate withdrawal from farm","",""
"2022-11-23,15:29:53","ONI","#6888","let me try to login to their site with my wallet","",""
"2022-11-23,15:30:47","goodboy_gooddean","#3290","Much appreciated.","",""
"2022-11-23,15:31:51","ONI","#6888","https://app.pickle.finance/farms","",""
"2022-11-23,15:32:43","ONI","#6888","maybe you need to approve pSushi yvboost/eth deposited to withdrawal it","goodboy_gooddean#3290",""
"2022-11-23,15:32:45","ONI","#6888","","","https://cdn.discordapp.com/attachments/734811808401063966/1045044252217983057/image.png"
"2022-11-23,15:32:49","ONI","#6888","it should be here","",""
"2022-11-23,15:33:39","goodboy_gooddean","#3290","I thought that was to deposit. trying rn","",""
"2022-11-23,15:34:06","ONI","#6888","it is but it should show withdrawal somewhere... so maybe after you approve it it will show","",""
"2022-11-23,15:34:12","goodboy_gooddean","#3290","Ah ya, you were right.","",""
"2022-11-23,15:34:26","ONI","#6888","now withdrawal and go to sushi","",""
"2022-11-23,15:34:48","goodboy_gooddean","#3290","Ok cool.  Defi's got a long way to go.","",""
"2022-11-23,15:35:01","ONI","#6888","yah sorry for the hassle","",""
"2022-11-23,15:36:52","goodboy_gooddean","#3290","All good. Thanks again for the help.","",""
"2022-11-24,01:56:05","Garry","#9858","Do rewards burn out on yBribe if you don't claim them in a week?","",""
"2022-11-24,06:03:16","Crolev","#3404","Yes, they become part of the new bribe and you lose them if they are not claimed.","Garry#9858",""
"2022-11-25,12:40:17","dwdvmastr","#5695","I tried to unstake my ETH this morning but the ""withdrawal"" button would not activate to allow the withdrawal. Is the site having issues?","",""
"2022-11-25,12:47:55","Crolev","#3404","Could you please post a screenshot of what you see on the vault page when you try to make a withdrawal?","dwdvmastr#5695",""
"2022-11-25,12:52:09","dwdvmastr","#5695","Thanks for the quick reply. Not sure what was happening but I finally got it to work.","Crolev#3404",""
"2022-11-26,09:36:28","JamieJ","#8610","hi, i had crvStEth in the yearn vault, ive withdrawn it, but how do i now convert the crvStEth back to eithe StEth or Eth??","",""
"2022-11-26,13:25:49","TorJado","#3802","On curve finance","",""
"2022-11-26,18:28:25","VergiliusMar0","#7631","Is there a reason DAI and USDC vaults aren't updating balances?","",""
"2022-11-26,19:28:35","Crolev","#3404","What do you mean by that? The holdings change only after harvest is made, they don't ""tick"" up every second/minute if that was your expectation.","VergiliusMar0#7631",""
"2022-11-26,19:29:54","VergiliusMar0","#7631","I mean that my deposited amount doesn't increase anymore, which it did every few mins until yesterday.","",""
"2022-11-26,19:32:12","Crolev","#3404","It could be that you were looking at the UI shortly after a harvest was made. Profit from harvest is distributed linearly over 6 hours so it is the only case when you'd see linear yield. Other than that you need to wait until a harvest is made on the underlying strategy in the vault.","",""
"2022-11-26,19:38:14","VergiliusMar0","#7631","I see, thanks!","",""
"2022-11-27,08:05:32","ugurcanbal","#2358","Hi, I had invested to yearn v2 usdt and now I can see the balance but I cant withdraw as it is written usdt-old. How can I recover it? Thanks","",""
"2022-11-27,08:28:56","Crolev","#3404","Try also on:
https://v2.yearn.finance/
And
https://v1.yearn.finance/","ugurcanbal#2358",""
"2022-11-27,14:47:14","ugurcanbal","#2358","I made the investment through Argent and not through the site via metamask, trezor, ledger etc","Crolev#3404",""
"2022-11-29,06:16:10","petushki","#6863","Hi team, we're happy to report a significant update for you!

KuCoin Wallet Chrome Extension is now available and so far we have been supported by 50+ DeFi protocols, DEX, NFT aggregators, GameFi, and NFT projects. 

We would like to provide an easy and secure login option for your users to connect to your Dapp. We really appreciate your great support for KuCoin Wallet.

-As a non-custodial wallet, KuCoin Wallet allows users to swap tokens at the best rates with zero platform fees. 
-KuCoin wallet provides an all-in-one access key to all Web3 venues with the possibility of seamless assets and NFTs transfers.
-KuCoin Wallet has a fast-growing and active community powered by the 20 million user base under the KuCoin ecosystem.
We are glad to make joint integration announcement & co-marketing activities if you can support our wallet on your front end.

Please check out the API doc: https://kucoin-wallet.gitbook.io/guide/reference/extension-wallet/api-reference

KuCoin Wallet also offers customized support for our partners with the most suitable and powerful marketing resources.

Please don't hesitate to contact us via Telegram: 
@joy4242


 or book a call at http://calendly.com/joyzhao891.

Look forward to hearing from you!","",""
"2022-12-01,03:03:49","Impish","#3190","anyone using st-ycrv?","",""
"2022-12-01,03:04:49","Impish","#3190","for some reason my holdings are showing 0, on the website even though last 2 days it was showing the right balance. i looked through the history and don't see any withdrawals on my wallet. is https://y.finance/holdings having any issues on their site?","",""
"2022-12-01,13:21:23","ONI","#6888","there was an error with the rpc node we were using try again now?","Impish#3190",""
"2022-12-01,17:04:19","w0zhd","#4788","Hallo, doing research on projects in the zkSync ecosystem. 
Gathered a base of projects and am gathering information on how problems have arisen with the zkSynk protocol? The information will be structured and shared with the developers.

How is the integration of new project users going? Do you have a bounty program, an ambassador program, or any other activities? What are their conditions? 
The base will be promoted with the help of Influencers.

Thank you","",""
"2022-12-01,19:32:43","mdsumon","#5014","Hello","ONI#6888",""
"2022-12-01,19:33:18","mdsumon","#5014","I can't withdraw my fund show error tenderly response","ONI#6888",""
"2022-12-01,19:33:33","mdsumon","#5014","Please help","ONI#6888",""
"2022-12-01,19:43:20","ONI","#6888","On the website? which vault?","",""
"2022-12-01,19:44:01","ONI","#6888","If you see your vault tokens on etherscan everything is fine. I would relax","",""
"2022-12-01,19:49:41","ONI","#6888","You can increase slippage if your zapping in and out in the settings tab","",""
"2022-12-01,23:13:45","legendfan","#5056","Hi team, when I'd withdraw my lusd from vault, it shows 'Partial revert simulating call' ?","",""
"2022-12-01,23:14:27","legendfan","#5056","So could I get back all?","",""
"2022-12-02,02:46:33","mdsumon","#5014","Can not withdraw from crv3crypto vault","",""
"2022-12-02,02:49:55","mdsumon","#5014","Same problem i increase slippage to 2 but same problem show only error on tenderly response","ONI#6888",""
"2022-12-02,13:21:13","mdsumon","#5014","Are u here","ONI#6888",""
"2022-12-02,13:29:40","ONI","#6888","hello","",""
"2022-12-02,13:31:24","ONI","#6888","<@880530964411990078> stop spamming general ask here. Please keep your stuff to one line if possible","mdsumon#5014",""
"2022-12-02,13:31:49","ONI","#6888","Give me a summary of the problem: which vault, what is your browser or on mobile, what wallet","",""
"2022-12-02,13:32:11","ONI","#6888","Can not withdraw from crv3crypto vault","",""
"2022-12-02,23:56:18","CryptoTrader","#2037","Hi there, I can't connect to both of the yearn finance website using WalletConnect. Trying to connect from Ledger Live.","",""
"2022-12-03,00:00:06","CryptoTrader","#2037","How do I connect to the backend server?  I was using the connect wallet button on the top right if the websites.","",""
"2022-12-03,00:04:33","arberx","#3367","Hi, that person that responded was a scammer","CryptoTrader#2037",""
"2022-12-03,00:04:40","arberx","#3367","Do not use their link","",""
"2022-12-03,00:04:53","CryptoTrader","#2037","Yeah, the link was flagged as a threat by my antivirus","",""
"2022-12-03,00:04:59","arberx","#3367","Go to yearn.finance","",""
"2022-12-03,00:05:08","arberx","#3367","There is a ledger connect option","",""
"2022-12-03,00:06:04","CryptoTrader","#2037","So I should choose ledger and not wallet connect?","arberx#3367",""
"2022-12-03,00:07:39","arberx","#3367","Try ledger yes","",""
"2022-12-03,00:07:50","arberx","#3367","Make sure it’s yearn.finance","",""
"2022-12-03,00:08:00","arberx","#3367","<#752308600164057199> has all valid urls","",""
"2022-12-03,00:11:53","CryptoTrader","#2037","Ok, I will try later and get back to you. Seems like I would need to connect my hardware ledger to connect.","",""
"2022-12-03,00:16:09","arberx","#3367","Yep which is safer","CryptoTrader#2037",""
"2022-12-03,01:40:41","CryptoTrader","#2037","I connected using Ledger Hardware wallet for once, then wallet connect somehow works properly after that without connecting the hardware wallet.","arberx#3367",""
"2022-12-03,01:40:51","CryptoTrader","#2037","Thanks for your help!","",""
"2022-12-03,01:43:12","CryptoTrader","#2037","Is st-ycrv APY sustainable? If it's so high compared to convex finance, wouldn't it be logical for ppl to invest in st-ycrv over cvxcrv? <:peepothink:754852083902971967>","",""
"2022-12-03,02:32:37","qwe7361","#4747","Can I check where did the link/slink vault go?","",""
"2022-12-03,02:33:04","qwe7361","#4747","I can't unstake my yvlinkcrv","",""
"2022-12-03,03:10:49","qwe7361","#4747","never mind, found it.","",""
"2022-12-03,07:38:40","ciclope69","#8720","Hi, 5 days ago i deposited wftm on vault but for now i have 0 reward, this vault its for epoc or something?","",""
"2022-12-03,22:00:33","crypto_mdzej","#2286","Hi, I have deposit usdc to Curve Tricrypto Pool Vault (Curve Tricrypto) through arbitrum and don't know how to withdraw it back to usdc. Could you please advise?","",""
"2022-12-03,22:05:40","crypto_mdzej","#2286","","","https://cdn.discordapp.com/attachments/734811808401063966/1048767009183236157/image.png"
"2022-12-03,23:02:35","j.","#6352","withdraw to crvtricrypto then withdraw USDC here: https://curve.fi/#/arbitrum/pools/tricrypto/withdraw","crypto_mdzej#2286",""
"2022-12-03,23:02:56","j.","#6352","also accessible through the link shown on the left in the screenshot","",""
"2022-12-04,18:31:18","jackl50","#2039","Can anyone help recover funds from now defunct project tesr?","",""
"2022-12-04,18:39:47","Crolev","#3404","Go to your address on polygon scan, then on the token list click on the vault you'd like to withdraw from, on the smart contract page go to the Contract tab, and then below that to the Write Contract. Finally select the method called ""withdraw"" and withdraw your tokens.","jackl50#2039",""
"2022-12-04,22:31:17","Fat Bob","#4718","I deposited into the USDT vault a couple of months ago. I now still see the holdings amount but the dashboard doesn’t show me the withdraw option. When going into the USDT vault, it shows me 0 to withdraw. Where can I see my holdings and in which vault to withdraw a portion?","",""
"2022-12-05,09:50:59","Crolev","#3404","Are you sure you connected with your wallet before attempting to withdraw?
Could you please post a screenshot of what you see on the vault page (https://yearn.finance/#/vault/0x3B27F92C0e212C671EA351827EDF93DB27cc0c65) when you try to make a withdrawal?","Fat Bob#4718",""
"2022-12-06,01:42:35","Easwar | Fluidity","#8839","Looking for someone in yearn finance that I can talk to about a partnership","",""
"2022-12-06,06:14:36","Crolev","#3404","Please write about it in <#766323679410913320>","Easwar | Fluidity#8839",""
"2022-12-06,14:48:52","0xNi","#8324","hi what is ""Partial revert simulating call""?","",""
"2022-12-06,16:31:09","Crolev","#3404","Sounds like transaction simulation failed. If you are trying to zap then I recommend you to deposit/withdraw the vault native token and then just handle it further (i.e. withdraw from Curve pool or trade it into something else).","0xNi#8324",""
"2022-12-07,08:10:31","PeterW","#2742","Has there been a security breach on Iron Bank? I seem to have been hacked for some WETH 1 day 21h ago.","",""
"2022-12-07,08:21:27","PeterW","#2742","Meaning; drained on all my WETH. Quite a lot.","",""
"2022-12-07,08:22:03","PeterW","#2742","My private key have most likely not been compromised.","",""
"2022-12-07,08:47:27","arberx","#3367","Was your eth in iron bank?","PeterW#2742",""
"2022-12-07,12:17:41","PeterW","#2742","Yes","arberx#3367",""
"2022-12-07,12:18:08","arberx","#3367","have u asked in the Iron Bank discord?","PeterW#2742",""
"2022-12-07,12:18:14","arberx","#3367","Cant find anything online","",""
"2022-12-07,12:18:47","PeterW","#2742","How do I find their discord? Was no link on ib.xyz","",""
"2022-12-07,12:19:30","Crolev","#3404","https://discord.gg/5wxj3Wmr","PeterW#2742",""
"2022-12-07,12:19:42","PeterW","#2742","Thanks!","",""
"2022-12-08,06:13:06","chad","#4566","hi, how do you convert yCRV back to CRV, cant find a market place, thanks","",""
"2022-12-08,06:31:34","j.","#6352","https://curve.fi/#/ethereum/pools/factory-v2-192/swap","chad#4566",""
"2022-12-08,06:33:25","chad","#4566","oh great thanks","",""
"2022-12-11,16:10:11","CVJoint","#6493","Hello, I'm trying to swap my yvBOOST to st-yCRV on the y.finance site, but it doesn't recognize my tokens. Is there another way I can make a swap/withdrawal?
My token contract address: `0x9d409a0A012CFbA9B15F6D4B36Ac57A46966Ab9a`","",""
"2022-12-11,17:19:28","Rick Defi","#0742","Hi there!
is it possible to open a ticket here?
to discuss security audit proposition?","",""
"2022-12-11,17:46:52","Crolev","#3404","Hello, for that please write in <#766323679410913320>","Rick Defi#0742",""
"2022-12-11,17:47:56","Crolev","#3404","Hello,
Are you sure you connected with your wallet on y.finance?
If you have any yveCRV or yvBOOST left then it should show up on the left widget:","CVJoint#6493","https://cdn.discordapp.com/attachments/734811808401063966/1051601252900950106/image.png"
"2022-12-11,19:15:54","CVJoint","#6493","Yep, I've connected my wallet, but it doesn't bseem to register my yvBOOST","Crolev#3404","https://cdn.discordapp.com/attachments/734811808401063966/1051623389716041828/Screenshot_2022-12-11_at_4.59.43_PM.png"
"2022-12-11,19:32:20","Crolev","#3404","Sorry for asking so pedantically, but when you check the top right corner you see your abbreviated eth address, right? (like on my screenshot)","CVJoint#6493","https://cdn.discordapp.com/attachments/734811808401063966/1051627525660491806/image.png"
"2022-12-11,19:58:00","Crolev","#3404","If the answer is yes then I recommend using portals.fi directly in the meantime: https://app.portals.fi/#/swap?chain=mainnet
And I will report the issue to the web team.","",""
"2022-12-11,20:31:05","sentbeing","#5672","Hello, I'm trying to withdraw yCRV but keep getting an error message","",""
"2022-12-11,20:37:13","Crolev","#3404","Could you please post a screenshot of that error message?","sentbeing#5672",""
"2022-12-11,21:05:04","sentbeing","#5672","Do you see it?","Crolev#3404","https://cdn.discordapp.com/attachments/734811808401063966/1051650862407237752/Screen_Shot_2022-12-11_at_6.32.19_PM.png"
"2022-12-11,21:08:46","Crolev","#3404","I currently don't have any position in yCRV so I can't test it myself.
I will report this issue to the devs. If this is urgent for you then I recommend trying out following things to make a withdrawal via other options:
1) Try setting the withdrawal token to the native one for the vault, so yCRV for st-yCRV and curve pool tokens for lp-yCRV
2) Try using yearn.finance too (or y.finance if that error message is from yearn.finance already)
3) Try using portals.fi directly: https://app.portals.fi/#/swap?chain=mainnet","sentbeing#5672",""
"2022-12-11,21:47:12","Crolev","#3404","Got a request from dev asking for more info.
Could you please also show from which vault where you trying to withdraw and into which asset? Please also post the web browser console log with the error.","sentbeing#5672",""
"2022-12-11,23:27:42","sentbeing","#5672","Vaults / 
Staked yCRV","",""
"2022-12-11,23:30:09","sentbeing","#5672","35.56b3d128.chunk.js:2 
 GET https://api.portals.fi/v1/portal/ethereum?takerAddress=0xDF305010fb9D588635…age=0.99&partner=0xFEB4acf3df3cDEA7399794D0869ef76A6EfAff52&validate=false 400
(anonymous)    @    35.56b3d128.chunk.js:2
c    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
m    @    35.56b3d128.chunk.js:2
o    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
c    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
(anonymous)    @    35.56b3d128.chunk.js:2
m    @    35.56b3d128.chunk.js:2
o    @    35.56b3d128.chunk.js:2
Promise.then (async)","",""
"2022-12-12,10:42:02","Crolev","#3404","Could you please copy the full link from the logs?
It got abbreviated with ... in the middle.","sentbeing#5672",""
"2022-12-12,20:25:24","Crolev","#3404","I got a report that it is fixed now, could you please try again?","CVJoint#6493",""
"2022-12-13,02:27:02","CVJoint","#6493","Yep it works now! Thanks a lot for your help!","Crolev#3404",""
"2022-12-13,10:19:05","Isaac - QUAD - Never DM you 1st","#3730","Hi YFI Team!

Isaac here from Quadency.com. 

I’m glad to let you know that we’re considering listing YFI on QUADX, our platform’s native exchange which combines CEX and DEX liquidity. 

Could anyone direct me to the right person to discuss a potential co-marketing campaign between YFI and Quadency?

We'd be interested in discussing any potential co-marketing activities we could run to educate Quadency’s 100k+ users about your project. If your team is interested, I would be happy to set-up a meeting with your representative and Quadency’s co-founder and Chief marketing officer.  

Best,","",""
"2022-12-13,10:24:52","arberx","#3367","<#766323679410913320>","Isaac - QUAD - Never DM you 1st#3730",""
"2022-12-13,10:27:55","Isaac - QUAD - Never DM you 1st","#3730","Thanks! I just messaged the channel","arberx#3367",""
"2022-12-14,18:39:48","Liarus","#1001","Hello, I'm a new yearn user and I'm seeing this ""failed to create fork"" , is there anything to worry about here?","","https://cdn.discordapp.com/attachments/734811808401063966/1052701466902671400/image0.png"
"2022-12-14,18:41:34","Crolev","#3404","Hello, it seems there might be a problem with zap API from portals.fi
~~Please try instead to deposit WETH instead of ETH (you can wrap it on uniswap)~~","Liarus#1001",""
"2022-12-14,18:41:50","Crolev","#3404","Acutally nvm","",""
"2022-12-14,18:41:54","Crolev","#3404","it's wrong vault","",""
"2022-12-14,18:41:58","Crolev","#3404","for this one you have to go to curve.fi","",""
"2022-12-14,18:42:04","Crolev","#3404","and deposit into curve steth pool","",""
"2022-12-14,18:42:13","Crolev","#3404","and then deposit tokens into the vault","",""
"2022-12-14,18:42:24","Liarus","#1001","<a:WAYTOODANK:1036998374232162374>","",""
"2022-12-14,18:42:52","Liarus","#1001","Wasn't yearn's goal to make all of this easy so i don't have to go through curve?","",""
"2022-12-14,18:43:15","Crolev","#3404","The vaults only compound the specific token - in this case that's curve pool tokens","",""
"2022-12-14,18:43:27","Crolev","#3404","To make deposit easier we use zaps, but it seems something is wrong with the API","",""
"2022-12-14,18:43:38","Crolev","#3404","zaps do all the transactions for you in one","",""
"2022-12-14,18:43:55","Liarus","#1001","Okay, could that be on my side though? I have pihole on my Network maybe that could be it?","",""
"2022-12-14,18:43:58","Crolev","#3404","Actually you might try to use their website directly:
https://app.portals.fi/#/swap?chain=mainnet","",""
"2022-12-14,18:44:30","Crolev","#3404","It's possible, but unlikely tbh","Liarus#1001",""
"2022-12-14,18:45:03","Liarus","#1001","Let me try that before doing anything else, thanks for the super fast support though!","",""
"2022-12-14,18:47:58","ONI","#6888","This is being looked into atm","Liarus#1001",""
"2022-12-14,19:04:20","Liarus","#1001","Oh, good to know!","ONI#6888",""
"2022-12-14,19:05:12","Liarus","#1001","I'm new to yield farming in general, and yearn was recommended to me to simplify things, seems like i came in at the wrong time 😂","",""
"2022-12-14,22:42:09","FIBBA","#3820","Does anyone know why Yearn isnt connecting to my wallet? Its stuck on ""connecting..."" When i go to the yCRV link i am already connected somehow.","",""
"2022-12-15,07:48:19","Liarus","#1001","Looks to be fixed now!","ONI#6888",""
"2022-12-15,07:48:25","Liarus","#1001","Thanks 👍","",""
